"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"58","영화상영관","03_13_02_P","4671000","CDFF4220002003000001","2003-06-19","","02","휴업","02","휴업","","2017-01-01","9999-12-31","","","","573-070","전북특별자치도 군산시 개복동 12-1","전북특별자치도 군산시 아리랑로 9 (개복동)","","국도극장2관","2018-01-02 11:48:56","I","2024-01-19 01:16:45","","174202.268377771","276057.831856095","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030619","",
"59","영화상영관","03_13_02_P","4671000","CDFF4220002003000002","2003-06-19","","02","휴업","02","휴업","","2017-01-01","9999-12-31","","","","573-070","전북특별자치도 군산시 개복동 12-1","전북특별자치도 군산시 아리랑로 9 (개복동)","","국도극장 2관","2018-01-02 11:49:25","I","2024-01-19 01:16:45","","174202.268377771","276057.831856095","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030619","",
"60","영화상영관","03_13_02_P","4691000","CDFF4220002002000004","2002-12-24","","02","휴업","02","휴업","","2004-04-29","2004-06-30","","536-4588","","580-140","전북특별자치도 정읍시 과교동 218","","","정읍자동차극장","2004-04-29 15:03:04","I","2024-01-19 01:16:45","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","자동차극장","","20021224","",
"61","영화상영관","03_13_02_P","4400000","CDFF4220001967000001","1967-02-06","","02","휴업","02","휴업","","2004-12-28","2007-12-31","","","","390-011","충청북도 제천시 중앙로1가 11번지","충청북도 제천시 풍양로17길 14  (중앙로1가)","","중앙극장","2009-06-16 15:07:18","I","2018-08-31 23:59:59","","307668.335404439","404699.242324891","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19670206","",
"62","영화상영관","03_13_02_P","3990000","CDFF4220002004000002","2004-08-19","","02","휴업","02","휴업","","2011-02-09","2016-01-31","","592-6611","","472-842","경기도 남양주시 화도읍 구암리 114-4번지","","","씨네존21(2관)","2011-02-11 10:17:57","I","2018-08-31 23:59:59","","232709.062800478","462968.620572996","영화상영관","영화상영관","","기타","","","","","","","","","","","","","","","","","","","","","","","","자동차극장","","20040819","관리지역",
"63","영화상영관","03_13_02_P","4090000","CDFF4220002007000001","2007-04-11","","02","휴업","02","휴업","","2019-01-01","2020-12-31","","","","415-802","경기도 김포시 사우동 262번지","경기도 김포시 사우중로3번길 13-17 (사우동)","","서경필름(여성회관대관)","2020-02-18 09:14:56","U","2020-02-20 02:40:00","","174725.251239326","457094.63594566","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20070411","",
"64","영화상영관","03_13_02_P","3940000","CDFF4220001999000009","1999-06-12","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 970번지 위성스타렉스 5층","경기도 고양시 덕양구 화정로 52  (화정동,위성스타렉스 5층)","","시네피아 1관","2010-08-19 09:25:13","I","2018-11-03 13:17:14","","185048.426384758","459123.51978397","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19990612","",
"65","영화상영관","03_13_02_P","3940000","CDFF4220001999000010","1999-06-12","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 970번지 위성스타렉스5층","경기도 고양시 덕양구 화정로 52  (화정동,위성스타렉스5층)","","시네피아 2관","2010-08-20 15:19:37","I","2018-11-03 13:17:14","","185048.426384758","459123.51978397","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19990612","",
"66","영화상영관","03_13_02_P","3940000","CDFF4220002002000002","2002-11-28","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 983-1번지 현대프라자 6층, 7층","경기도 고양시 덕양구 화신로272번길 29  (화정동,현대프라자 6층, 7층)","","시네피아 3관","2010-08-20 15:19:57","I","2018-11-03 13:17:14","","185033.77650445","458905.087853501","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021128","",
"67","영화상영관","03_13_02_P","3940000","CDFF4220002002000003","2002-11-28","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 983-1번지 현대프라자6층,7층","경기도 고양시 덕양구 화신로272번길 29  (화정동,현대프라자6층,7층)","","시네피아 4관","2010-08-20 15:20:28","I","2018-11-03 13:17:14","","185033.77650445","458905.087853501","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021128","",
"68","영화상영관","03_13_02_P","3940000","CDFF4220002002000004","2002-11-28","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 983-1번지 현대프라자6층,7층","경기도 고양시 덕양구 화신로272번길 29  (화정동,현대프라자6층,7층)","","시네피아 5관","2010-08-20 15:20:43","I","2018-11-03 13:17:14","","185033.77650445","458905.087853501","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021128","",
"69","영화상영관","03_13_02_P","3940000","CDFF4220002007000010","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 1관","2025-09-17 16:44:33","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"70","영화상영관","03_13_02_P","3940000","CDFF4220002007000011","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 2관","2025-09-17 16:45:54","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"71","영화상영관","03_13_02_P","3940000","CDFF4220002007000012","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 3관","2025-09-17 16:46:23","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"72","영화상영관","03_13_02_P","3940000","CDFF4220002007000013","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 4관","2025-09-17 16:46:49","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"73","영화상영관","03_13_02_P","3940000","CDFF4220002007000014","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 5관","2025-09-17 16:47:14","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"74","영화상영관","03_13_02_P","3940000","CDFF4220002007000015","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 6관","2025-09-17 16:47:34","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"75","영화상영관","03_13_02_P","3940000","CDFF4220002007000016","2007-07-06","","02","휴업","02","휴업","","2023-09-07","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 7관","2025-09-17 16:48:02","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"76","영화상영관","03_13_02_P","3940000","CDFF4220002007000017","2007-07-06","","02","휴업","02","휴업","","2023-07-13","2028-12-31","","031-914-5580","","","경기도 고양시 일산서구 덕이동 219-10","경기도 고양시 일산서구 덕이로 30-8 (덕이동)","","메가박스일산 8관(FS관)","2025-09-17 16:48:56","U","2025-09-19 02:40:00","","178429.43785909","465276.386992835","영화상영관","영화상영관","4","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070706","관리지역",
"77","영화상영관","03_13_02_P","3940000","CDFF4220002002000005","2002-11-28","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 983-1번지 현대프라자 6층,7층","경기도 고양시 덕양구 화신로272번길 29  (화정동,현대프라자 6층,7층)","","시네피아 6관","2010-10-05 15:03:21","I","2018-11-03 13:17:14","","185033.77650445","458905.087853501","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021128","",
"78","영화상영관","03_13_02_P","3940000","CDFF4220002002000006","2002-11-28","","02","휴업","02","휴업","","","","","","","412-827","경기도 고양시 덕양구 화정동 983-1번지 현대프라자 6층,7층","경기도 고양시 덕양구 화신로272번길 29  (화정동,현대프라자 6층,7층)","","시네피아 7관","2010-10-05 15:03:39","I","2018-11-03 13:17:14","","185033.77650445","458905.087853501","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20021128","",
"79","영화상영관","03_13_02_P","3600000","CDFF4220002009000001","2009-05-19","","03","폐업","03","폐업","2025-04-18","","","","062-369-3572","","","광주광역시 서구 광천동 49-1 유스퀘어(광천터미널)","광주광역시 서구 무진대로 904 (광천동)","61937","CGV 광주터미널 1관","2025-04-22 09:14:41","U","2025-04-24 02:40:00","","189004.968212655","184579.553645425","영화상영관","","8","기타","","","6","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090519","일반상업지역",
"80","영화상영관","03_13_02_P","3600000","CDFF4220002009000002","2009-05-19","","03","폐업","03","폐업","2025-04-18","","","","062-369-3572","","","광주광역시 서구 광천동 49-1 유스퀘어(광천터미널)","광주광역시 서구 무진대로 904 (광천동)","61937","CGV 광주터미널 2관","2025-04-22 09:14:50","U","2025-04-24 02:40:00","","189004.968212655","184579.553645425","영화상영관","","8","기타","","","6","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090519","일반상업지역",
"81","영화상영관","03_13_02_P","3600000","CDFF4220002009000003","2009-05-19","","03","폐업","03","폐업","2025-04-18","","","","062-369-3572","","","광주광역시 서구 광천동 49-1 유스퀘어(광천터미널)","광주광역시 서구 무진대로 904 (광천동)","61937","CGV 광주터미널 4관","2025-04-22 09:16:18","U","2025-04-24 02:40:00","","189004.968212655","184579.553645425","영화상영관","","8","기타","","","6","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090519","일반상업지역",
